,SITE_ID,VISIT_NO,chl,tn,tp,avg_temp,INDEX_LON_DD,INDEX_LAT_DD,INDEX_SITE_DEPTH,PERMANENT_IDENTIFIER,temp_bin,depth_bin,specific_lake_bin,log_tp_z,log_tn_z,log_eutro,eutro_bin,eutro_binf,tn_tp,P_limitation,crit_ratio,est_tn_tp,index_site_depth,NEI
1697,NLA17_MT-10101,1,0.92,93,6.90625,17.9,-114.49941,46.1616,6,45178810,1,3,1926,-1.355167199,-2.193308681,-1.77423794,1,1,13.46606335,0.896,17.40708707,26.11450258,6.8,-1.967811694
1698,NLA17_MT-10104,1,4.69,525,11.5059,21.2,-115.1067,48.9563,10.3,60175136,2,4,2160,-0.964991051,-0.306987377,-0.635989214,2,2,45.62876437,0.996,18.39882615,41.92814116,9.15,-0.543291877
1699,NLA17_NY-10017,1,0.71,209,2,14.7,-74.433448,43.234013,11.2,47726273,1,4,1978,-2.302475087,-1.310814452,-1.806644769,1,1,104.5,0.999333333,19.07425996,66.24066641,11.2,-1.806644769
1700,NLA17_IA-10039,1,137.6,2434,460.86965,21.7,-94.39817,41.06509,3.1,107254535,2,2,187,1.855847689,1.364735019,1.610291354,5,5,5.281319783,0.039,14.78259474,8.104302558,3.1,1.610291354
1701,NLA17_MS-10001,1,16.2,605,68.0025,30.6,-91.37398,31.70721,3.7,132432531,5,2,800,0.393110251,-0.152412897,0.120348677,3,3,8.896731738,0.054333333,14.62819361,10.8395722,2.96,0.147535492
1702,NLA17_CA-10004,1,1.08,475,5.55715,19.04,-119.078657,37.7845,12.6,80457736,1,5,2493,-1.521303421,-0.416063928,-0.968683674,1,1,85.47546854,1,21.92639611,67.30101935,26.3,-0.932531504
1703,NLA17_DE-10011,1,18.84,1126,75.19715,22.7,-75.64407,39.82338,1.4,26092056,2,1,1747,0.469985296,0.52460381,0.497294553,4,4,14.97397175,0.872,13.17615152,17.99582535,1.916666667,0.717788851
1704,NLA17_CT-10019,1,115.2,1059,71.4509,22.1,-73.62286,41.139,5.25,122235450,2,3,468,0.430922187,0.457745003,0.444333595,4,4,14.82136684,0.415666667,16.54276612,16.40957513,5.25,0.444333595
1705,NLA17_MT-10084,1,1.55,974,21.0809,20.8,-114.45221,48.46795,7,67973698,1,4,2272,-0.502139896,0.366557802,-0.067791047,3,3,46.20296097,0.966333333,17.50393695,37.02946084,7,-0.067791047
1706,NLA17_AL-HP001,1,7.15,275,24.72715,27.8,-87.67885,33.29699,7.75,90619140,4,4,2640,-0.380191462,-1.011717828,-0.695954645,2,2,11.12137873,0.188666667,17.84400179,13.53021689,7.75,-0.695954645
1707,NLA17_AR-10003,2,20.08,416,28.45715,24.06,-92.66056,33.07532,3.1,63685153,3,2,2216,-0.272794795,-0.560611022,-0.416702909,2,2,14.61847023,0.582333333,14.27951772,15.44282505,2.666666667,-0.263183034
1708,NLA17_MS-10005,1,18.41,429,23.95375,28.36,-89.43848,31.30055,6,124543966,5,3,575,-0.404481822,-0.527074348,-0.465778085,2,2,17.90951312,0.656,16.81753076,19.09080399,5.7,-0.858481818
1709,NLA17_GA-10003,1,42.4,511,35.0809,27.62,-84.293,32.07098,4.3,71715159,4,3,2335,-0.112838027,-0.336444736,-0.224641381,3,3,14.56633097,0.196333333,15.67571664,12.6239681,4.05,-0.333605375
1710,NLA17_TX-10096,1,5.44,763,26.8484,25.2,-99.74895,34.10637,3.9,126967653,3,2,618,-0.317277811,0.10046591,-0.108405951,3,3,28.4188257,0.873,15.09122204,21.96335154,3.4,0.027206976
1711,NLA17_OK-10001,2,25.71,715,43.1025,27.732,-96.70445,34.96199,11.4,129253117,4,4,696,0.044570838,0.029651988,0.037111413,3,3,16.58836494,0.586666667,18.44524096,19.601771,9.278,0.185681787
1712,NLA17_MT-10102,1,2.78,710,56.015,13.3,-112.0588,44.60252,1.8,53811549,1,1,2070,0.244873615,0.022003845,0.13343873,3,3,12.67517629,0.554,12.77535701,13.82783577,1.7,0.498024014
1713,NLA17_MS-10021,1,26.95,708,115.0325,26.7,-89.7751,30.82357,2.3,151094839,4,1,1466,0.794933654,0.018929496,0.406931575,4,4,6.154782344,0.056333333,13.92749908,9.135303848,2.4,0.361555625
1714,NLA17_IN-10013,1,284.4,3043,954.315,23.75,-86.99523,38.73897,1,90363456,3,1,2634,2.412239555,1.608108433,2.010173994,5,5,3.188674599,0.000333333,11.16549405,4.793895651,1.05,1.666820078
1715,NLA17_TX-10025,1,5.56,634,71.385,23.8,-97.41119,33.36385,1.8,131537634,3,1,779,0.430216845,-0.101385301,0.164415772,3,3,8.881417665,0.123666667,12.8722069,9.486100248,1.75,0.513023383
1716,NLA17_UT-10082,1,1.5,359,10.30875,16.5,-111.70586,38.54197,34.6,41,1,5,1863,-1.048973533,-0.721215322,-0.885094428,1,1,34.82478477,0.719,22.8428053,30.13126732,34.6,-0.885094428
1717,NLA17_OK-10045,1,21.6,525,40.3925,26.7,-95.34764,34.97673,3.9,57271566,4,2,2107,-0.005067044,-0.306987377,-0.15602721,3,3,12.9974624,0.852,16.17302283,22.73783513,4.7,-0.188817968
1718,NLA17_SD-10093,1,25.71,2188,134.55875,17,-97.26414,45.459,1.2,145089309,1,1,1169,0.914781355,1.24861293,1.081697142,5,5,16.26055533,0.898,12.46672972,18.83186798,1.55,0.651570053
1719,NLA17_PA-10002,1,19.2,548,28.7175,18.9,-75.13136,41.695511,7.2,25860294,1,4,1737,-0.265833198,-0.260257597,-0.263045397,3,3,19.08244102,0.549333333,17.80788158,18.86122695,7.666666667,-0.184188512
1720,NLA17_IA-10041,1,43.76,1286,94.21125,20.3,-91.54415,41.33584,4.2,154319054,1,3,1573,0.6423016,0.669407623,0.655854612,4,4,13.65017447,0.410333333,15.7972241,15.7897833,4.2,0.655854612
1721,NLA17_NY-10002,1,2.66,250,8.825,17.3,-74.33004,44.07278,10.1,150679607,1,4,1454,-1.167765012,-1.115592192,-1.141678602,1,1,28.3286119,0.994333333,17.51584815,30.88344738,7.025,-1.129536267
1722,NLA17_NY-10004,1,4.53,255,9.8875,17.5,-74.36481,44.37937,6,135271545,1,3,863,-1.080865699,-1.094010182,-1.08743794,1,1,25.79013906,0.727666667,17.25633577,21.67658696,6.5,-1.028559838
1723,NLA17_SD-10057,1,15.24,1454,320.06875,18.9,-100.493033,45.091366,4.5,42,1,3,1872,1.577162422,0.803222045,1.190192233,5,5,4.542774013,0,15.95265152,5.378556309,4.4,1.15794012
1724,NLA17_MN-10037,1,21.68,2448,211.32125,20.235,-96.044587,46.223017,5,86283167,1,3,2570,1.25981607,1.370985746,1.315400908,5,5,11.58425856,0.336333333,16.10116873,14.90196179,4.6,1.001512905
1725,NLA17_IA-10005,2,14.53,801,58.1375,20.5,-94.90958,43.16947,4,132544894,1,3,805,0.273302784,0.153436086,0.213369435,4,4,13.77768222,0.169666667,15.63421192,12.80225363,4,0.416607395
1726,NLA17_MT-HP001,1,14.8,2166,94.655,19.94,-106.351388,46.1003418,2.8,131738850,1,2,784,0.645893603,1.237599133,0.941746368,5,5,22.88310179,0.843333333,14.44252991,22.38542922,2.8,0.941746368
1727,NLA17_NY-10025,1,0.31,469,6.15875,18.9,-76.36805,42.86377,50,87961508,1,5,2584,-1.44273172,-0.429918215,-0.936324967,1,1,76.15181652,1,24.07289104,99.17239404,50,-1.136560017
1728,NLA17_NY-10001,2,1.8,236,6.53625,19.6,-77.14175,42.57135,50,87964828,1,5,2586,-1.397257616,-1.178399623,-1.28782862,1,1,36.10633008,0.887,23.81361852,30.53502773,46.26666667,-1.207909614
1729,NLA17_IN-10123,1,34.24,723,46.03375,22.66,-86.21852,39.1447,4.7,53447909,2,3,2063,0.094863771,0.041778466,0.068321119,3,3,15.70586798,0.482,16.17302283,17.11684835,4.7,0.068321119
1730,NLA17_MN-10012,1,8.64,1261,46.85875,19.7,-95.648803,46.970049,5.1,120018443,1,3,321,0.108441795,0.648012041,0.378226918,4,4,26.91066236,0.925,16.26648591,24.28446345,4.833333333,0.115486041
1731,NLA17_TX-10092,1,11.24,620,33.43375,25.2,-97.03498,32.09674,4.9,92197370,3,3,2676,-0.149598851,-0.125721213,-0.137660032,3,3,18.54413579,0.693333333,15.59218512,19.02253286,3.95,0.013477726
1732,NLA17_KY-10001,2,2.1,93,8.4575,22.4,-83.70244,36.680871,22,37900682,2,5,1833,-1.200278839,-2.193308681,-1.69679376,1,1,10.99615726,0.009333333,21.61785078,13.95475611,23.98,-1.723396459
1733,NLA17_LA-10108,1,19.44,583,41.6625,25.19,-91.126295,30.975808,3.3,133390846,3,2,834,0.018596795,-0.192782547,-0.087092876,3,3,13.99339934,0.659,14.06388891,16.61137806,2.5,-0.073218742
1734,NLA17_PA-10001,2,6.56,1275,9.63375,20.9,-78.11049,40.36138,17.1,65851063,2,5,2242,-1.100739216,0.660045273,-0.220346971,3,3,132.3472168,1,21.68952701,78.29438037,24.5,-0.325087232
1735,NLA17_AZ-10007,1,145.07,4625,518.85125,19.1,-112.15733,35.28444,4.6,123294653,1,3,536,1.94643085,2.064357546,2.005394198,5,5,8.913922825,0.002333333,15.99040432,7.393825727,4.45,1.186194347
1736,NLA17_OR-10076,1,1.72,75,10.05375,15.1,-118.58944,42.62921,40,146473908,1,5,1247,-1.068119779,-2.427749094,-1.747934437,1,1,7.459903021,0.001666667,21.9580055,9.561014297,26.55,-1.660041201
1737,NLA17_TX-10007,1,48.4,908,44.845,25.4,-94.5334,32.76028,8.553,109516127,3,4,217,0.074864932,0.290085962,0.182475447,3,3,20.24751923,0.506666667,17.91551343,18.61748396,7.917666667,0.191678366
1738,NLA17_CA-10069,1,9.42,931,48.245,25.6,-120.85601,38.14269,2.8,61098643,4,2,2185,0.130727507,0.317348598,0.224038053,4,4,19.29733651,0.863,14.55977306,20.71130756,2.9,0.377986814
1739,NLA17_WV-10001,2,7.79,199,12.355,17.69,-79.4996,39.46917,6.5,69932059,1,4,2305,-0.910564942,-1.364249464,-1.137407203,1,1,16.10683934,0.997666667,17.01110612,29.37210671,6.04,-1.503703532
1740,NLA17_MS-10007,2,14.7,558,27.65125,22.76,-88.59218,34.31516,7.17,140745949,2,4,1024,-0.294754929,-0.240548996,-0.267651963,3,3,20.17991953,0.913666667,17.44616455,25.19840571,6.88,-0.409030122
1741,NLA17_CA-10068,1,1.26,80,6.5075,18.7,-120.43665,39.30039,10.4,44605694,1,4,1917,-1.400627291,-2.357411404,-1.879019347,1,1,12.29350749,0.229,18.5066125,15.52481445,9.45,-1.842954301
1742,NLA17_MT-HP002,1,1.26,240,13.43125,18.31,-114.725576,48.668993,18.1,67973268,1,5,2269,-0.846719604,-1.160082285,-1.003400945,1,1,17.86877617,0.996333333,20.57487635,47.3125919,17.55,-1.277289905
1743,NLA17_IA-10001,2,93.56,1894,142.67125,21.6,-94.66,43.14141,7.5,120827396,2,4,422,0.959531076,1.091350108,1.025440592,5,5,13.27527445,0.290333333,16.98890612,15.40126117,6,1.028527114
1744,NLA17_MO-10009,1,11.74,418,23.68625,22.4,-89.93055,37.18697,4.7,44921095,2,3,1922,-0.413066193,-0.555383886,-0.484225039,2,2,17.64736925,0.799666667,15.77060176,19.86675139,4.166666667,-0.64557028
1745,NLA17_TX-10010,1,3.4,249,19.43875,26,-95.29802,31.91146,13.23,114030125,4,5,276,-0.564132077,-1.119960358,-0.842046218,1,1,12.80946563,0.195,19.53169183,16.1927667,12.84333333,-0.198590145
1746,NLA17_MN-10842,1,3.54,473,17.18,20.6,-95.21579,47.18873,29.4,47726570,1,5,1979,-0.658552991,-0.420662483,-0.539607737,2,2,27.53201397,0.938,22.21816717,36.12162593,28.7,-0.632671473
1747,NLA17_OK-10019,1,64.8,2608,1072.803,22.3,-97.8656,35.75326,1.2,107581935,2,1,193,2.501702361,1.43998701,1.970844685,5,5,2.431014828,0.012666667,11.32092147,6.656869318,1.1,2.262491462
1748,NLA17_OK-10098,1,83.8,3456,207.93875,25.5,-97.82668,35.6718,2.5,107585029,3,2,194,1.247481738,1.746812196,1.497146967,5,5,16.62027881,0.682333333,14.06388891,18.08973745,2.5,1.497146967
1749,NLA17_TX-10088,1,100.8,2813,414.22375,23.2,-96.7506,32.04433,1.1,92199338,2,1,2678,1.774279139,1.522454103,1.648366621,5,5,6.791015725,0.097666667,11.32092147,8.00355665,1.1,1.966855499
1750,NLA17_OH-10003,2,4.71,201,10.39375,21.3,-82.6908051,39.0555757,11.4,57937006,2,4,2114,-1.042696558,-1.353350814,-1.198023686,1,1,19.3385448,0.853666667,19.2861578,25.88323246,11.93333333,-1.2871873
1751,NLA17_OH-10013,1,63.36,1171,176.175,19,-83.3754041,39.8716392,1.3,57932298,1,1,2113,1.120770061,0.567311509,0.844040785,5,5,6.646800057,0.108666667,12.70919471,9.662859031,1.666666667,0.732809837
1752,NLA17_CT-10001,2,8.64,408,25.46875,20.8,-72.21946,41.9226,2.45,116132018,1,2,293,-0.357603091,-0.581773938,-0.469688515,2,2,16.0196319,0.786666667,13.75612372,16.36681684,2.28,-0.606327525
1753,NLA17_PA-10042,1,2.37,208,9.9175,19.6,-75.920141,40.79785,7.4,25997700,1,4,1741,-1.078549912,-1.316041588,-1.19729575,1,1,20.97302748,0.816,17.23053574,23.17854001,6.45,-1.351822484
1754,NLA17_AR-10004,1,15.9,535,49.02875,21.04,-92.50056,34.59993,1.6,60821401,2,1,2178,0.14304559,-0.286423447,-0.071688928,3,3,10.91196492,0.191,12.12666488,9.791756001,1.4,0.190799774
1755,NLA17_MO-10038,1,3.22,279,12.64,23.4,-90.63321,37.25329,10,42905979,2,4,1888,-0.893132334,-0.995979562,-0.944555948,1,1,22.07278481,0.592333333,18.69561897,21.85852805,10,-0.944555948
1756,NLA17_UT-10100,1,1.87,299,6.64375,17.4,-110.97687,40.60981,8.3,82733979,1,4,2524,-1.384787959,-0.920526884,-1.152657421,1,1,45.00470367,0.98,17.86548795,33.28931103,7.8,-0.996738306
1757,NLA17_MI-10141,1,11.25,501,22.8925,19.1,-88.08082,46.59523,4.8,110734481,1,3,236,-0.439121116,-0.357984091,-0.398552604,2,2,21.8848968,0.718666667,16.2433641,21.66644989,4.8,-0.398552604
1758,NLA17_LA-10004,2,3.05,656,137.10625,25.96,-92.738866,29.9016137,3,{07B563F4-F47A-402B-9E52-210676B325AF},4,2,7,0.929117919,-0.064208316,0.432454801,4,4,4.784610475,0,14.53084572,5.794043732,2.875,0.532015981
1759,NLA17_WV-10014,1,47.2,386,40.3375,19.03,-81.07233,37.98038,1.9,80164103,1,1,2486,-0.006108593,-0.64218444,-0.324146516,2,2,9.569259374,0.363,13.14697154,12.2594072,1.9,-0.324146516
1760,NLA17_OH-10028,1,11.47,773,28.1525,20.4,-84.6195514,41.5937442,9.7,150994384,1,4,1457,-0.281022273,0.114656943,-0.083182665,3,3,27.45759702,0.941666667,19.11870967,31.19495796,11.35,0.25155012
1761,NLA17_LA-10015,1,41.6,969,99.93,28.26,-91.696914,32.720081,3,156234670,5,2,1676,0.687348073,0.360948649,0.524148361,4,4,9.696787751,0.349666667,14.27951772,13.48920627,2.666666667,0.787892208
1762,NLA17_PA-10007,1,1.95,1190,6.79625,21.2,-78.956091,40.17117,21,123719045,2,5,553,-1.367440293,0.584852983,-0.391293655,2,2,175.0965606,1,20.84010863,110.9152551,19,-0.59452581
1763,NLA17_AR-10014,1,54.67,983,142.1475,23.57,-90.80319,36.35088,1.4,45169596,3,1,1925,0.956719773,0.376582097,0.666650935,4,4,6.915352011,0.011666667,12.57280488,7.551027301,1.6,0.619813182
1764,NLA17_MS-10015,1,20.32,535,35.48875,28.66,-90.60358,31.88953,6,{26f31221-6370-4bfa-a387-5b9665aae9f3},5,3,23,-0.104002363,-0.286423447,-0.195212905,3,3,15.07519989,0.791333333,16.75839493,22.04380207,5.6,-0.529272967
1765,NLA17_TX-10040,1,28.6,1091,61.755,27.3,-95.68378,32.45558,2,114011519,4,1,274,0.319445188,0.490189622,0.404817405,4,4,17.6665857,0.825,13.71187026,18.73339109,2.25,0.625944076
1766,NLA17_PA-10004,1,4.48,350,22.70875,21.5,-79.049961,40.160711,2.2,123715348,2,1,552,-0.445281457,-0.74888593,-0.597083693,2,2,15.41256124,0.887,13.53397571,18.79523045,2.133333333,-0.24006741
1767,NLA17_TX-10110,1,29.84,766,37.34125,28.2,-95.49397,31.75673,2.6,114052967,5,2,278,-0.065107393,0.104742655,0.019817631,3,3,20.51350718,0.961333333,14.50166573,25.08014204,2.85,-0.214644342
1768,NLA17_MS-10001,2,31.6,690,67.15625,29.14,-91.37398,31.70721,3.5,132432531,5,2,800,0.383538045,-0.009137014,0.187200515,4,4,10.2745463,0.054333333,14.62819361,10.8395722,2.96,0.147535492
1769,NLA17_MO-10039,1,18.08,646,38.1825,24.6,-90.79441,38.79907,7.3,42880637,3,4,1885,-0.048077523,-0.080949904,-0.064513714,3,3,16.9187455,0.342333333,17.30734572,16.05972623,6.6,0.082785391
1770,NLA17_LA-10231,1,55,1299,166.4225,28.96,-93.69793,32.470016,1.2,133232330,5,1,828,1.077238829,0.680369516,0.878804172,5,5,7.805434962,0.211,12.00515742,9.867299065,1.35,0.705251451
1771,NLA17_NC-10023,1,6.89,445,15.49,25.3,-79.54946,35.33353,5.5,151900416,3,3,1488,-0.737707789,-0.487166697,-0.612437243,2,2,28.72821175,0.895,16.69819354,25.07513433,5.5,-0.731987672
1772,NLA17_SC-10002,2,12.4,371,45.91875,28.1,-80.2738,33.44253,9.3,149801965,5,4,1410,0.092951778,-0.685381214,-0.296214718,3,3,8.079488226,0.003333333,17.95007695,9.776418313,8,-0.256245365
1773,NLA17_WV-10019,1,8.72,455,18.30625,25.43,-78.88258,39.37158,2.5,45654893,3,2,1938,-0.610016048,-0.46294668,-0.536481364,2,2,24.85489928,0.805666667,14.06834073,17.98332427,2.503333333,-0.505887554
1774,NLA17_NV-HP001,1,4.87,80,17.2725,8.4,-115.3937,40.5929,4.1,148849278,1,3,1377,-0.654448363,-2.357411404,-1.505929883,1,1,4.63163989,0.020333333,15.54962292,8.79079011,3.9,-1.472749644
1775,NLA17_IN-10070,1,2.48,428,11.379,24.96,-87.23585,39.03416,6.8,90345426,3,4,2629,-0.973468572,-0.52961777,-0.751543171,2,2,37.61314703,0.504,16.63688747,17.36945484,5.4,-1.010178303
1776,NLA17_LA-10001,2,58.13,1188,105.0425,28.91,-91.516418,31.659615,4.2,{18e7dcda-abeb-4d97-9de6-c77b981b5c5a},5,3,19,0.725487982,0.583019751,0.654253867,4,4,11.30970798,0,16.79231489,6.784596871,5.657142857,1.120825088
1777,NLA17_PA-10047,1,4.25,378,18.42,21.7,-75.4276,41.18609,2.1,26279531,2,1,1753,-0.60528096,-0.665009482,-0.635145221,2,2,20.52117264,0.841333333,13.48135908,20.87164082,2.1,-0.635145221
1778,NLA17_IN-10175,1,18.56,1424,17.19875,24.6,-85.3298,41.62353,24.5,155640651,3,5,1654,-0.657719189,0.780500112,0.061390461,3,3,82.79671488,0.990333333,21.68952701,55.87604341,24.5,0.061390461
1779,NLA17_IN-10173,1,67.04,1378,129.33875,23.7,-86.70319,39.29891,4,90342958,3,3,2628,0.884537042,0.744712904,0.814624973,4,4,10.65419296,0.28,15.63421192,13.45443118,4,0.814624973
1780,NLA17_TX-10136,1,29.87,1044,79.10125,28,-96.03792,32.08246,4.3,62149993,4,3,2208,0.508675771,0.44219758,0.475436675,4,4,13.19827436,0.395666667,15.87584154,15.31094331,4.3,0.475436675
1781,NLA17_TX-HP004,1,16.32,1116,49.57625,27,-99.124922,34.002345,2.2,92156977,4,1,2675,0.151534296,0.51488157,0.333207933,4,4,22.51077885,0.872333333,13.6367865,22.26849347,2.2,0.333207933
1782,NLA17_TX-HP005,1,15.95,1045,56.965,25.1,-99.116208,33.998689,2.2,43,3,1,1889,0.257728971,0.443241003,0.350484987,4,4,18.34459756,0.778,13.6367865,19.4000794,2.2,0.350484987
1783,NLA17_NE-10072,1,126.43,3650,1136.75,21.9,-96.9964,40.3155,2,109065454,2,1,209,2.545960066,1.806335022,2.176147544,5,5,3.210908291,0,12.8722069,3.739408015,1.75,2.059033039
1784,NLA17_TX-10048,1,7.66,735,20.41,28.3,-95.3217,29.15851,1.502,127148386,5,1,624,-0.526862524,0.059718886,-0.233571819,3,3,36.01175894,0.979333333,11.88163278,22.46738939,1.301,0.174628739
1785,NLA17_MO-10043,1,63.52,993,46.89875,25.6,-91.64938,39.59822,4.2,66795829,4,3,2258,0.109094032,0.387613121,0.248353577,4,4,21.17327221,0.737,15.7972241,21.56976272,4.2,0.248353577
1786,NLA17_OK-10097,1,55.2,1464,145.1375,26.36,-95.1561,36.92011,1.9,157616355,4,1,1693,0.972631809,0.810691957,0.891661883,5,5,10.08698648,0.399333333,13.14697154,12.73940733,1.9,0.891661883
1787,NLA17_TX-10112,1,8.64,713,39.20875,24.1,-103.8453,29.68763,7,127891734,3,4,653,-0.027803562,0.026599168,-0.000602197,3,3,18.18471642,0.531,16.90431712,18.07044937,5.85,0.345410064
1788,NLA17_RI-10001,2,13.92,493,16.92375,24.3,-71.68858,41.88348,4,123913632,3,3,562,-0.670040392,-0.375527423,-0.522783907,2,2,29.13065958,0.962333333,14.88866991,23.52192223,3.2,-0.611664141
1789,NLA17_ND-10103,1,41.73,3343,592.95,12.3,-100.978681,46.193928,0.9,145465772,1,1,1232,2.048473055,1.71058185,1.879527452,5,5,5.637912134,0.227666667,10.65046322,8.537887147,0.9,1.879527452
1790,NLA17_OK-HP004,1,3.86,473,27.2075,18.8,-98.60646,34.67931,3.3,144601194,1,2,1141,-0.307121627,-0.420662483,-0.363892055,2,2,17.38491225,0.659,14.99148069,18.48338763,3.3,-0.363892055
1791,NLA17_TX-10144,1,25,1050,138.049,20.6,-99.89695,33.53829,2.198,97402654,1,1,2735,0.934356001,0.448443189,0.691399595,4,4,7.605994973,0.185333333,13.63374776,10.48241075,2.198,0.691399595
1792,NLA17_AZ-10041,1,7.86,549,39.3925,23.1,-114.46036,32.82084,1.5,152740406,2,1,1546,-0.024229595,-0.258270621,-0.141250108,3,3,13.93666307,0.449666667,13.71187026,13.84924443,2.25,-0.22698652
1793,NLA17_AZ-10035,1,10.56,725,39.90375,23.3,-111.90754,33.511363,4.2,139049810,2,3,983,-0.014372737,0.044789119,0.015208191,3,3,18.16871848,0.532666667,15.66193894,16.46821101,4.033333333,0.117297985
1794,NLA17_AZ-10003,1,1.28,369,7.1725,22.8,-114.72288,33.39933,4.6,153299680,2,3,1562,-1.326251803,-0.691272342,-1.008762072,1,1,51.44649704,0.998666667,15.9272439,34.67303377,4.366666667,-0.477774464
1795,NLA17_AZ-10001,1,9.06,555,21.8125,23.7,-111.52391,33.56831,23.3,139049819,3,5,984,-0.476061721,-0.246424245,-0.361242983,2,2,25.44412607,0.018,21.47553424,14.31149444,22.98,-0.264747511
1796,NLA17_MI-10030,1,3.37,609,8.415,20.27,-83.360319,43.11931,10.8,147104052,1,4,1273,-1.204129739,-0.145230954,-0.674680346,2,2,72.37076649,1,18.9681848,64.24425419,10.85,-0.6437914
1797,NLA17_SD-10001,1,4.18,271,11.77125,11.9,-100.26474,45.01971,28.04,139478686,1,5,1004,-0.947562553,-1.027686698,-0.987624626,1,1,23.0221939,0.106666667,21.93248836,17.42882436,26.348,-0.865158266
1798,NLA17_MI-10095,1,2.32,454,6.2,19.6,-83.416745,43.393519,10.2,149729741,1,4,1405,-1.437628987,-0.465344604,-0.951486795,1,1,73.22580645,0.999333333,18.67887163,51.66080378,9.95,-0.912856045
1799,NLA17_MI-10006,1,1.65,648,12.51625,19.4,-83.31103,42.74524,10.6,146646702,1,4,1261,-0.900652971,-0.077580949,-0.48911696,2,2,51.7726955,1,18.66203992,59.81483914,9.9,-0.689607698
1800,NLA17_MI-10004,1,7.02,655,13.18125,20.6,-83.50421,42.6205,10.75,145331081,1,4,1197,-0.861081738,-0.065870949,-0.463476343,2,2,49.69179706,0.999,19.07052899,39.15995934,11.1875,-0.611590757
1801,NLA17_VA-HP003,1,8.94,211,13.58375,22.92,-79.8194,37.31506,8.5,44343548,2,4,1907,-0.838089395,-1.300434793,-1.069262094,1,1,15.53326585,0.635,18.61102997,21.48772079,9.75,-1.141085121
1802,NLA17_FL-10035,1,45.6,6663,279.83,30.9,-82.43353,27.70521,1.45,52222188,5,1,2043,1.474462299,2.462256822,1.96835956,5,5,23.81088518,0.978666667,12.62460571,23.90617171,1.625,1.638443263
1803,NLA17_VA-HP001,1,1.6,248,5.21375,18.91,-79.22746,38.32903,8,41384041,1,4,1868,-1.570061586,-1.124346102,-1.347203844,1,1,47.56653081,0.971,17.73444814,32.07495052,7.5,-1.642603075
1804,NLA17_SD-10067,1,22.4,1924,757.213,24.3,-100.56649,44.02033,2.8,128637263,3,2,684,2.235395737,1.108477584,1.67193666,5,5,2.540896683,0,14.44252991,3.444252078,2.8,1.893751836
1805,NLA17_KS-10007,1,4.83,418,14.0125,25.4,-94.78185,39.16515,13.1,92009424,3,5,2670,-0.814335171,-0.555383886,-0.684859528,2,2,29.83050847,0.700666667,19.83171317,23.99178475,14.05,-0.74183447
1806,NLA17_MI-10078,1,5.09,716,34.52375,21.3,-85.9604,43.64051,5.9,82818768,2,3,2531,-0.125075591,0.031175197,-0.046950197,3,3,20.7393461,0.673,16.81753076,20.01485993,5.7,-0.023988803
1807,NLA17_MI-10001,1,3.97,631,15.41,22.2,-85.4669,43.21967,6.5,152707213,2,4,1540,-0.741665867,-0.106554588,-0.424110227,2,2,40.94743673,1,17.22535174,41.01533377,6.44,-0.358210272
1808,NLA17_FL-10007,1,12.98,544,14.6425,28.9,-81.50918,27.8419,3.2,112043289,5,2,248,-0.780717938,-0.268241926,-0.524479932,2,2,37.15212566,0.991,14.75554126,26.04144637,3.075,-0.480955806
1809,NLA17_MI-10110,1,32.8,1543,203.9525,21,-85.65577,43.16365,7.1,152707358,2,4,1541,1.232685634,0.867970598,1.050328116,5,5,7.565487062,0.055,17.55132905,10.36846463,7.1,1.050328116
1810,NLA17_VA-10034,1,27.52,789,73.72125,24.22,-78.56627,36.94115,4.1,150401898,3,3,1426,0.454833133,0.136985118,0.295909125,4,4,10.70247724,0.269666667,15.71671209,13.25760179,4.1,0.295909125
1811,NLA17_UT-10002,1,8.64,315,8.45125,16.81,-111.73667,41.51908,35,27014652,1,5,1759,-1.200843932,-0.863713712,-1.032278822,1,1,37.27259281,0.365333333,22.78435914,21.41605797,34,-1.132986683
1812,NLA17_GA-10001,1,24.88,1200,216.20625,29.18,-81.413821,31.060743,2.44,108959609,5,2,206,1.277285199,0.59397317,0.935629185,5,5,5.550255832,0.005,14.12742972,8.825192354,2.548,0.840003293
1813,NLA17_SD-10015,1,2.41,1388,121.2875,20.7,-99.61661,43.20219,5.1,122539585,1,3,480,0.835408027,0.752593314,0.794000671,4,4,11.44388334,0.009666667,16.31225494,8.854814394,4.9,1.251388663
1814,NLA17_TN-10002,1,28.57,1673,140.4875,17.5,-85.59103,36.04235,2,136996906,1,1,947,0.947740545,0.956128879,0.951934712,5,5,11.90853279,0.105666667,14.01904143,10.61878676,2.466666667,1.379792126
1815,NLA17_IL-10006,1,3.38,399,14.08,23.4,-88.10267,40.47998,4.7,155280389,2,3,1595,-0.810661789,-0.606084001,-0.708372895,2,2,28.33806818,0.901,16.10116873,24.41433426,4.6,-0.534292456
1816,NLA17_UT-10004,1,2.54,510,21.75125,21.29,-112.08986,41.37538,7.5,60620312,2,4,2170,-0.478211199,-0.338579616,-0.408395407,2,2,23.44692834,0.050666667,16.27798708,11.65180969,4.85,-0.341001699
1817,NLA17_MI-10087,1,1.99,628,8.235,21.428,-83.75775,42.60381,9.7,145331264,2,4,1199,-1.220657995,-0.11174851,-0.666203253,2,2,76.25986642,1,18.11308913,55.51513101,8.4,-0.628362893
