SITE_ID,VISIT_NO,secchi_avg,chl,tn,tp,avg_temp,INDEX_LON_DD,INDEX_LAT_DD,INDEX_SITE_DEPTH,PERMANENT_IDENTIFIER,temp_bin,depth_bin,specific_lake_bin,log_tp_z,log_tn_z,log_eutro,eutro_bin,eutro_binf
NLA12_OK-296,1,0.355,93.6,3140,327,30.25,-96.366777,35.177579,1.3,105631781,5,1,162,1.5935392423328223,1.6423069446364933,1.6179230934846578,5,5
NLA12_IN-116,1,4.45,1.944,556,16,29.325,-86.21265,39.27645,8,90351270,5,4,2632,-0.71294569711781,-0.24446230731868623,-0.4787040022182481,2,2
NLA12_AZ-140,1,0.85,6.453333333,571,38,26.525,-109.86243,32.80637,4.1,142955250,4,3,1069,-0.05173987735904937,-0.21544934477009098,-0.13359461106457018,3,3
NLA12_AL-103,1,0.775,32,449,56,29.775,-86.19018,33.54535,6.5,89504899,5,4,2610,0.2446688918389651,-0.4774140063686695,-0.1163725572648522,3,3
NLA12_OH-127,1,2.63,1.712,208,8,28.875,-82.69068,39.05566,12,57937006,5,5,2114,-1.2427888271359955,-1.3160415883808358,-1.2794152077584156,1,1
NLA12_NH-109,1,7.65,0.6112,125,7,25.4,-72.07356,42.98763,18.9,135999199,3,5,890,-1.3448604982155918,-1.8710227582561265,-1.6079416282358592,1,1
NLA12_MD-103,1,1.55,0.842666667,271,5,25.2,-79.2295,39.68679,3.1,69931563,3,2,2302,-1.6020605677182693,-1.0276866983261252,-1.3148736330221973,1,1
NLA12_TX-182,1,1.95,5.546666667,609,39,28.575000000000003,-98.62456,31.586,4.4,74099801,5,3,2366,-0.0318841621435156,-0.14523095370839514,-0.08855755792595538,3,3
NLA12_RI-111,2,1.75,3.733333333,376,37,27.8,-71.44683,41.77417,4.3,127659674,4,3,636,-0.07212514026193828,-0.670791225046219,-0.37145818265407865,2,2
NLA12_GA-102,1,0.3,58.4,425,157,28.4525,-81.89739,33.29982,1.2,136109854,5,1,899,1.0326864726977878,-0.5372838456451953,0.24770131352629626,4,4
NLA12_ME-114,1,4.05,1.92,300,6,26.675,-69.99257,44.53005,23.2,106451903,4,5,174,-1.4626935948288184,-0.9168879622702831,-1.1897907785495507,1,1
NLA12_MT-106,1,6.05,0.464,166,11,21.3,-112.45949,47.6826,16.5,123045845,2,5,511,-0.9993621402878884,-1.5618589111869603,-1.2806105257374243,1,1
NLA12_CO-119,1,10.4,1.16,398,5,9.65,-105.60508,40.25851,30,128057505,1,5,659,-1.6020605677182693,-0.608818897745411,-1.1054397327318402,1,1
NLA12_NE-101,1,0.65,27.36,923,219,27.6,-99.27561,40.05678,10.2,129712882,4,4,714,1.287099293693419,0.30794309470916015,0.7975211942012895,4,4
NLA12_ND-114,1,0.8,17.28,1564,153,26.5,-99.78373,46.82271,1.9,145416996,4,1,1225,1.0129588731376495,0.8827033451559837,0.9478311091468166,5,5
NLA12_SD-133,1,0.6,72.92571429,1841,304,26.666666666666668,-99.31273,44.47722,1.4,144113108,4,1,1126,1.5377895126955075,1.0604177165112643,1.2991036146033859,5,5
NLA12_OK-306,1,1.3,2.32,570,5,30.955,-97.2702,35.8307,3.1,130530495,5,2,742,-1.6020605677182693,-0.2173596974611465,-0.9097101325897079,1,1
NLA12_UT-203,1,9.055,0.56,114,6,16.975,-111.58919,40.58958,11,47430338,1,4,1964,-1.4626935948288184,-1.971415152226555,-1.7170543735276866,1,1
NLA12_AL-104,1,0.75,8.945454545,344,37,31.125,-87.85232,32.53195,19.8,90621330,5,5,2641,-0.07212514026193828,-0.7677311702466798,-0.41992815525430904,2,2
NLA12_NE-106,1,0.35,98.66666667,1905,144,29.283333333333335,-96.84016,41.03693,2.8,49839987,5,2,2001,0.9666172875692862,1.0976614791300825,1.0321393833496844,5,5
NLA12_IN-108,1,0.965,17.2,1051,58,27.938,-86.46371,41.077,9,155352553,4,4,1610,0.2714927688548858,0.4494806534104404,0.3604867111326631,4,4
NLA12_IA-120,2,0.545,21.72,531,151,28.6775,-95.18317,42.62178,3.6,137043944,5,2,953,1.002900806231916,-0.29460251682959016,0.35414914470116293,4,4
NLA12_MS-103,1,0.8,21.4,440,54,31.2425,-88.61635,30.47446,7.5,113802191,5,4,272,0.21686938985827767,-0.49948158454509195,-0.14130609734340716,3,3
NLA12_AL-101,2,1.3,17.52,376,25,29.9,-87.421347,33.268766,13.7,131265850,5,5,769,-0.37180291824598705,-0.670791225046219,-0.5212970716461031,2,2
NLA12_AL-112,1,1.05,9.386666667,379,33,29.925,-88.16674,33.36433,3.8,146521494,5,2,1249,-0.15958064794434051,-0.6621300727249964,-0.4108553603346684,2,2
NLA12_NH-101,2,3.15,2.896,254,20,25.25,-71.09218,43.83734,5.8,129968663,3,3,727,-0.5423743076818985,-1.0982925286018999,-0.8203334181418992,1,1
NLA12_MN-126,1,2.2,14.048,766,28,26.35,-94.46769,46.98765,2.5,72862653,4,2,2345,-0.28517423817922083,0.10474265532306884,-0.090215791428076,3,3
NLA12_ND-109,1,1.9,13.46666667,2830,176,25.3,-99.41645,46.89271,4.5,145416205,3,3,1220,1.1200103797848533,1.5290206838157647,1.324515531800309,5,5
NLA12_IL-120,1,0.95,48.64,1198,109,30.775,-89.992363,38.750644,7,79318554,5,4,2466,0.7537577499892739,0.5921552276613936,0.6729564888253338,4,4
NLA12_AL-105,2,0.525,35.76,1078,58,31.175,-88.34999,31.6206,5,149117158,5,3,1381,0.2714927688548858,0.4771252638957819,0.37430901637533387,4,4
NLA12_CO-129,1,2.1,3.104,744,45,23.4,-104.33716,37.28533,2.1,53,2,1,2056,0.07750241696882647,0.07298301660221382,0.07524271678552014,3,3
NLA12_OK-119,1,0.49,38.8,1180,17,29.875,-97.16629,34.28727,7.5,134143094,5,4,856,-0.6666041115494463,0.5756558320026709,-0.04547413977338771,3,3
NLA12_MN-141,1,3.7,4.384,531,41,26.625,-95.89005,46.3994,5.6,86280801,4,3,2564,0.006343906171497905,-0.29460251682959016,-0.14412930532904614,3,3
NLA12_MS-126,1,0.45,27.2,760,82,28.645,-89.77522,30.82211,2.5,151094839,5,2,1466,0.5361870361896834,0.09617231550050613,0.31617967584509477,4,4
NLA12_NE-110,1,0.15,257.6,4163,1399,28.025,-96.53367,40.32737,1.5,109065350,5,1,208,2.7046379942214367,1.9496606687769367,2.3271493314991867,5,5
NLA12_WY-102,1,1.5,10.44,849,82,24.62,-108.21118,45.09453,53,120030832,3,5,392,0.5361870361896834,0.21686378201692988,0.3765254091033067,4,4
NLA12_AR-105,1,1.55,6.496,476,34,32.2,-92.66022,33.0754,2.3,63685153,5,1,2216,-0.13676098153126076,-0.4137719057881921,-0.2752664436597264,3,3
NLA12_VA-104,1,1.2,7.376,179,19,26.7,-82.20393,36.94422,5.4,44792002,4,3,1921,-0.5815830073772349,-1.4796859346310263,-1.0306344710041306,1,1
NLA12_MN-110,1,1.8,12.16,791,40,26.85,-94.3388,46.23717,4.8,59748965,4,3,2150,-0.01253117766371294,0.13974424828810406,0.06360653531219555,3,3
NLA12_SD-189,1,0.725,38.736,2400,147,26.2,-99.75032,44.87784,2,147900722,4,1,1331,0.9823787131029162,1.349403735514396,1.165891224308656,5,5
NLA12_MO-101,1,0.375,64.8,1318,97,29.516666666666666,-94.20751,37.80762,2.7,105471191,5,2,157,0.6646002609610946,0.6961949852367226,0.6803976230989086,4,4
NLA12_ND-149,1,0.345,164,6200,1254,25.35,-99.07875,47.06883,4.3,147306829,3,3,1285,2.6209976918871623,2.3837648072382307,2.5023812495626965,5,5
NLA12_ND-164,1,0.325,39.4893617,3373,333,25.25,-99.12896,47.13834,4.8,147306100,3,3,1281,1.6074378444251578,1.7203185664406533,1.6638782054329055,5,5
NLA12_ME-134,1,2.68,2.448,300,10,25.516666666666666,-69.39012,44.4339,3,54,3,2,2072,-1.0722174377000837,-0.9168879622702831,-0.9945526999851835,1,1
NLA12_MN-157,1,0.45,50.4,2049,86,26.33,-95.93755,46.2521,6,86282721,4,3,2569,0.5725940147663544,1.177079128995869,0.8748365718811117,5,5
NLA12_MS-105,1,1.35,9.696,296,21,29.932499999999997,-89.43896,31.30085,5.9,124543966,5,3,575,-0.5050790058720438,-0.931517120593893,-0.7182980632329684,2,2
NLA12_NE-129,1,0.25,160.64,2109,225,29.94,-96.47379,41.38303,2,88486044,5,1,2599,1.307760066441109,1.2085345860189987,1.2581473262300538,5,5
NLA12_NH-112,2,3.35,2.152,196,11,24.5,-71.93801,42.73962,4.1,136017623,3,3,891,-0.9993621402878884,-1.3808045556331652,-1.1900833479605268,1,1
NLA12_IN-160,1,2.2,6.056,803,17,27.77,-85.76976,41.32239,6.4,155351285,4,3,1598,-0.6666041115494463,0.1561539324159861,-0.2552250895667301,3,3
NLA12_IN-172,1,4.7,2.16,1116,11,27.6,-85.83068,41.39136,14.6,155642806,4,5,1664,-0.9993621402878884,0.5148815695687875,-0.24224028535955044,3,3
NLA12_IN-128,1,2.4,4.08,616,32,27.9525,-85.69183,41.2865,7.9,155351379,4,4,1599,-0.18310256709962439,-0.13277532177913295,-0.15793894443937867,3,3
NLA12_IL-109,1,0.875,33.92,705,45,30.45,-89.959666,39.443131,10,154287015,5,4,1570,0.07750241696882647,0.014301650829310461,0.04590203389906847,3,3
NLA12_CT-107,1,2.25,4.277333333,244,18,26.025,-72.48376,41.33891,4.5,123017367,4,3,508,-0.6229121024852705,-1.1420677274091062,-0.8824899149471883,1,1
NLA12_SD-165,1,2.55,1.912,1369,357,24.4,-99.73138,44.32222,3,148191482,3,2,1349,1.6606350997690615,0.7375714857952088,1.1991032927821352,5,5
NLA12_GA-104,1,2.315,5.024,221,15,30.799999999999997,-84.63402,34.12916,13,120024034,5,5,365,-0.7622790753747214,-1.2499694847174014,-1.0061242800460615,1,1
NLA12_VA-126,1,0.7,16.32,550,40,23.43,-78.97012,38.55814,4.1,33489627,2,3,1803,-0.01253117766371294,-0.2562872616361362,-0.13440921964992456,3,3
NLA12_AL-114,1,0.65,17.5,510,62,32,-85.93198,33.88175,3.5,89499641,5,2,2609,0.3224717926475617,-0.3385796155875784,-0.008053911470008335,3,3
NLA12_SD-132,1,0.83,33.6,1993,366,24.27,-101.640138,45.075333,2,151680340,3,1,1474,1.679666839421221,1.1468783187131384,1.4132725790671796,5,5
NLA12_IA-102,1,0.83,88,1800,684,28.28,-95.17175,43.46103,1.7,132543067,5,1,803,2.157666237346232,1.0358717225527434,1.5967689799494877,5,5
NLA12_ME-109,1,2.875,6.56,400,15,23.7,-69.23183,44.868701,16.5,152430604,3,5,1524,-0.7622790753747214,-0.6033559493086305,-0.682817512341676,2,2
NLA12_MT-160,1,1.45,30.312,930,74,21.025,-110.68973,46.03763,3.7,59152881,2,2,2134,0.45771798975624767,0.3161773395111696,0.38694766463370867,4,4
NLA12_MT-156,1,4.04,1.346666667,160,28,19.9525,-110.73583000000001,46.62572,12.1,79417681,1,5,2468,-0.28517423817922083,-1.6019808381458127,-0.9435775381625168,1,1
NLA12_AZ-107,1,0.225,10.42,628,234,22.416666666666668,-109.36523,34.36151,3.6,136871691,2,2,939,1.3377404602182181,-0.11174851012891623,0.612995975044651,4,4
NLA12_CO-125,1,5.75,1.264,61,11,14.46,-106.39173,39.22084,6.5,133049164,1,4,821,-0.9993621402878884,-2.652928859265559,-1.8261454997767237,1,1
NLA12_ND-129,1,0.33,283.2,3680,839,21.575000000000003,-100.14114,46.72182,2.1,145418822,2,1,1227,2.3137974891086226,1.8152561303297308,2.064526809719177,5,5
NLA12_TX-114,1,0.35,57,601,95,29.975,-96.72237,32.82977,4.5,62126299,5,3,2206,0.6486746420950477,-0.1596424817990722,0.24451608014798773,4,4
NLA12_NY-0108,1,1.1,41.6,694,124,24.94,-73.670391,41.340167,1.7,55486251,3,1,2087,0.8523149226657473,-0.0028372516804249983,0.4247388354926611,4,4
NLA12_TX-205,1,1.46,7.466666667,1013,17,24.825,-95.58322,29.12702,1.5,95962785,3,1,2716,-0.6666041115494463,0.4093457642440203,-0.128629173652713,3,3
NLA12_MS-101,2,0.475,80.8,1019,153,31.4025,-91.37378,31.70723,3.1,132432531,5,2,800,1.0129588731376495,0.41578194002325664,0.714370406580453,4,4
NLA12_MS-112,1,1.05,6.348,506,37,33.9375,-88.51207,33.59295,2.5,121583044,5,2,444,-0.07212514026193828,-0.3471612026914089,-0.20964317147667358,3,3
NLA12_SD-212,1,2.15,0.334,1223,346,23.566666666666663,-100.492873,45.091439,4.3,42,3,3,1872,1.6367116034802311,0.6146644112998829,1.125688007390057,5,5
NLA12_ND-103,1,0.83,19.15,2085,88,23.625,-99.63073,47.074712,3.1,145412581,3,2,1215,0.5901672497666683,1.1960611344850696,0.893114192125869,5,5
NLA12_VT-103,1,3.05,3.394285714,343,20,22.9125,-73.412,44.12642,47,{492CB89C-D0FF-47E3-A144-39464508B9FD},2,5,36,-0.5423743076818985,-0.7709039699582503,-0.6566391388200744,2,2
NLA12_ND-172,1,0.525,82.24,2713,317,24.276,-99.34187,47.21146,3.3,147305093,3,2,1278,1.569798139790767,1.483005137645816,1.5264016387182915,5,5
NLA12_FL-103,1,0.125,80.9,4763,132,30.25,-81.6441,28.57397,1.2,112615520,5,1,254,0.9001056120920303,2.09640078253156,1.4982531973117952,5,5
NLA12_FL-108,1,0.65,34.48888889,854,70,29.8,-84.58564,30.41624,5.5,129952717,5,3,721,0.41524028127487655,0.22326342419403505,0.3192518527344558,4,4
NLA12_ID-166,1,2.475,2.456,665,58,20.225,-112.6888,43.0792,3.6,56465325,1,2,2097,0.2714927688548858,-0.04935766475280538,0.11106755205104021,3,3
NLA12_ME-110,1,6.95,2.02,200,6,24.383333333333333,-70.52102,44.02721,18,132665404,3,5,807,-1.4626935948288184,-1.3587865152368568,-1.4107400550328375,1,1
NLA12_MS-128,1,1.2,8.576,456,20,32,-88.5924,34.3144,6.3,140745949,5,3,1024,-0.5423743076818985,-0.46055402037010235,-0.5014641640260005,2,2
NLA12_SD-107,1,2.325,11.04,804,39,24.125,-103.51731,43.76847,6.4,124549085,3,3,577,-0.0318841621435156,0.15751031831751133,0.06281307808699786,3,3
NLA12_VA-102,1,0.65,64,1084,70,30.15,-77.62902,37.11895,5.2,135975839,5,3,884,0.41524028127487655,0.4831744335303274,0.449207357402602,4,4
NLA12_ND-160,1,1.65,7.24,1981,53,24.7,-99.77033,47.17379,3.1,145410435,3,2,1213,0.20258108495040156,1.1402963806534974,0.6714387328019494,4,4
NLA12_NH-107,1,2.15,6.192,450,18,23.24,-71.2365,42.9422,2.4,141035267,2,2,1035,-0.6229121024852705,-0.4749894093037094,-0.5489507558944899,2,2
NLA12_IN-127,1,0.55,32.48,840,53,28.933333333333337,-86.41625,39.26605,6.4,90385400,5,3,2636,0.20258108495040156,0.20524886642390225,0.2039149756871519,4,4
NLA12_ID-110,1,2.4,4.88,954,44,23.87,-113.92779,43.3294,3.1,59017357,3,2,2132,0.06032411974848241,0.3439458717480147,0.20213499574824856,4,4
NLA12_SD-119,1,0.55,59.73333333,2238,390,23.4,-104.01907,43.18477,2,137355825,2,1,959,1.7282166173469526,1.2732379249889332,1.500727271167943,5,5
NLA12_MD-108,1,0.75,26,570,42,28.016666666666666,-77.1295,39.12212,2.5,46558559,5,2,1952,0.02476412414614183,-0.2173596974611465,-0.09629778665750234,3,3
NLA12_ND-194,1,0.11,460.8,5738,599,24.643333333333334,-102.12305,48.72463,2.4,145064896,3,2,1154,2.0562328978746085,2.2993679175245454,2.1778004076995767,5,5
NLA12_OR-129,1,3.85,2.832,171,20,20.075,-124.14714,43.85348,9,124284182,1,4,566,-0.5423743076818985,-1.5295165992599813,-1.0359454534709398,1,1
NLA12_VA-119,1,0.29,70,1555,124,31.26,-76.617503,37.29807,2.5,128571159,5,2,679,0.8523149226657473,0.8764136814147314,0.8643643020402394,5,5
NLA12_ME-106,1,3.685,4.565,300,6,23.875,-70.72172,44.50568,32,106452771,3,5,175,-1.4626935948288184,-0.9168879622702831,-1.1897907785495507,1,1
NLA12_OH-102,1,0.25,81.6,2129,572,26.9,-84.32321,40.38076,1,152839685,4,1,1550,2.020976682451971,1.2188211742399093,1.6198989283459402,5,5
NLA12_MN-104,1,2.9,1.786666667,659,38,26.65,-95.74776,46.70161,2.9,86276477,4,2,2563,-0.05173987735904937,-0.05923558069150377,-0.05548772902527657,3,3
NLA12_MN-131,1,1.1,3,1699,82,25.975,-96.24232,47.64344,1.1,123112869,4,1,518,0.5361870361896834,0.97293600585665585,0.7545615210231696,4,4
NLA12_IN-111,1,1.05,38.4,1359,46,27.9075,-84.97072,39.60886,8.8,108594807,4,4,205,0.09430313845606707,0.7295813038831466,0.4119422211696068,4,4
NLA12_MN-143,1,0.6,30.13333333,1885,69,25.66,-96.07649,46.73226,1.7,86276105,4,1,2562,0.40424150078142973,1.0861589350894576,0.7452002179354437,4,4
NLA12_CT-126,1,3.74,2.82,278,15,25.6,-72.10773,41.84382,3.9,116108086,4,2,290,-0.7622790753747214,-0.9998928732469126,-0.881085974310817,1,1
NLA12_IN-101,1,3.9,3.466666667,568,20,26.8675,-84.9232,41.5807,18,150994475,4,5,1458,-0.5423743076818985,-0.22119047796477165,-0.3817823928233351,2,2
NLA12_VA-106,1,0.575,49.12,731,64,28.66,-76.82047,37.2968,2.3,135653327,5,1,868,0.34674056291856087,0.05377149934498081,0.20025603113177085,4,4
NLA12_ID-203,1,1,22.29333333,1369,175,20.636,-111.46988,42.26009,1.7,{DBC22C6E-8836-437E-8D85-72BD95BAA794},1,1,102,1.1156548007289735,0.7375714857952088,0.9266131432620912,5,5
NLA12_ID-122,1,1.725,45.68,1040,82,23.576666666666664,-111.95311,42.88609,6.5,55060463,3,4,2083,0.5361870361896834,0.4380138663845728,0.4871004512871281,4,4
NLA12_IN-130,1,2.1,5.893333333,428,19,30.325,-86.64764,38.12427,7.3,56130074,5,4,2092,-0.5815830073772349,-0.5296177699724273,-0.5556003886748311,2,2
NLA12_ID-198,1,1.05,22.56,696,79,21.1425,-111.61628,44.21431,2.1,{D712967F-C01D-4EFC-9246-836A9BA61D63},2,1,100,0.5076967053719835,2.9902654491636857e-4,0.2539978659584499,4,4
NLA12_IN-113,1,2.5,2.813793103,558,16,26.525,-85.0426,41.7141,25.6,155639076,4,5,1647,-0.71294569711781,-0.2405489963594388,-0.4767473467386244,2,2
NLA12_UT-167,1,1,0.867175573,473,27,21.1,-110.79962,39.36466,1,55,2,1,2082,-0.3129737401599079,-0.4206624825741854,-0.3668181113670467,2,2
NLA12_PA-117,1,1.15,52.69,780,52,25.75,-75.16187,40.92317,1.4,26059608,4,1,1745,0.18802060554930766,0.12448185342292015,0.15625122948611392,3,3
NLA12_PA-106,1,4.15,4,560,7,26.35,-75.60051,40.86894,25.4,120023042,4,5,360,-1.3448604982155918,-0.23664968654267146,-0.7907550923791317,2,2
NLA12_ME-103,1,4.16,3.044,300,6,23.25,-70.67757,45.34454,27.3,106571295,2,5,178,-1.4626935948288184,-0.9168879622702831,-1.1897907785495507,1,1
NLA12_OK-288,1,3.95,3.06,810,7,32.275,-96.41856,34.22839,4,51,5,3,2020,-1.3448604982155918,0.16561337372048124,-0.5896235622475553,2,2
NLA12_MS-116,2,2.1,6.448,503,21,31.7075,-89.76264,34.00226,6.9,126659945,5,4,608,-0.5050790058720438,-0.3536420301010321,-0.42936051798653796,2,2
NLA12_OR-145,1,1.55,2.711111111,181,12,20.116,-124.23012,43.50683,2.7,122430517,1,2,478,-0.9328504648106329,-1.4675762996986057,-1.2002133822546193,1,1
NLA12_MT-110,1,4.64,1.252,166,23,17.9,-113.55076,45.86661,16.5,49978422,1,5,2009,-0.43553999156211853,-1.5618589111869603,-0.9986994513745394,1,1
NLA12_MT-152,1,7.5,1.204,249,11,16.433333333333334,-113.00423,45.57721,12.5,49980602,1,5,2012,-0.9993621402878884,-1.1199603582203874,-1.059661249254138,1,1
NLA12_WY-133,1,4.95,1.032,59,14,12.163333333333334,-109.17883,42.71336,15.8,38353981,1,5,1840,-0.8150173681974064,-2.6892607546191893,-1.752139061408298,1,1
NLA12_IN-147,1,0.19,72,2256,411,26.93,-85.64597,40.1531,1,90108641,4,1,2618,1.7683068109583022,1.2819684597768064,1.5251376353675543,5,5
NLA12_VA-101,2,0.705,81.28,691,159,29.4,-77.88539,37.29613,2.3,61497495,5,1,2196,1.0423625772939495,-0.007558656600342697,0.5174019603468034,4,4
NLA12_OH-137,1,0.725,36.25714286,845,41,27.1175,-81.54556,41.0549,12.5,152012054,4,5,1499,0.006343906171497905,0.21171687313027918,0.10903038965088854,3,3
NLA12_TX-113,1,0.55,40.64,869,60,31.2,-94.60765,32.79069,5.1,109516127,5,3,217,0.2974071846616494,0.24223992098770783,0.2698235528246786,4,4
NLA12_UT-196,1,3.85,1.34,266,17,18.883333333333333,-111.29285,39.71554,4.1,37983205,1,3,1834,-0.6666041115494463,-1.0479825535899876,-0.857293332569717,1,1
NLA12_ND-202,1,0.7,39.2,4213,67,25.1,-103.06429,48.66563,2.1,143743749,3,1,1110,0.381757466451075,1.9626724748520168,1.172214970651546,5,5
NLA12_ND-198,1,0.85,8.4,1875,78,25,-99.98119,48.87739,1.9,143180719,3,1,1080,0.49795896787467,1.0803618154040813,0.7891603916393757,4,4
NLA12_ND-190,1,0.25,229.7142857,4781,359,23.1,-99.18439,48.54641,1.1,143391866,2,1,1100,1.664905513423915,2.1005117276324357,1.8827086205281753,5,5
NLA12_ME-121,1,3.5,15.893,300,11,25.775,-70.89035,43.84541,12.1,129968062,4,5,725,-0.9993621402878884,-0.9168879622702831,-0.9581250512790858,1,1
NLA12_OH-134,1,0.495,77.44,1395,289,27.266666666666666,-84.26595,40.17657,2.6,152840513,4,2,1552,1.4991099940916592,0.7580758924777433,1.1285929432847013,5,5
NLA12_ID-104,1,1.25,81.12,1636,147,22.05,-111.85457,42.23664,4.05,40846765,2,3,1862,0.9823787131029162,0.9317551406682603,0.9570669268855883,5,5
NLA12_CO-117,1,1.675,6.102857143,538,33,22.1,-107.11303,37.31672,5,80374739,2,3,2491,-0.15958064794434051,-0.28032917620959696,-0.21995491207696874,3,3
NLA12_WY-115,1,2,2.168,468,51,19.366666666666667,-110.83243,41.1526,8.4,46874343,1,4,1958,0.17317738079410155,-0.4322444824476883,-0.12953355082679338,3,3
NLA12_ND-145,1,0.9,20.36923077,1373,91,21.575000000000003,-99.73041,47.07976,3,145412548,2,2,1214,0.6157920644878965,0.7407512281855713,0.6782716463367339,4,4
NLA12_IN-134,1,0.99,18.24,1190,38,27.6275,-87.16851,41.44609,10.4,121208199,4,4,436,-0.05173987735904937,0.5848529830489891,0.2665565528449699,4,4
NLA12_ME-130,1,4.125,2.443,300,7,26.325,-70.26452,44.41589,5.1,106452783,4,3,176,-1.3448604982155918,-0.9168879622702831,-1.1308742302429375,1,1
NLA12_ND-131,1,4.15,2.917333333,1140,36,22.942500000000003,-101.82358,46.59737,15,70799645,2,5,2331,-0.09306897246708498,0.5380708684670799,0.22250094799999742,4,4
NLA12_SD-147,1,0.425,57,2563,554,23.45,-99.61633,43.204,4.7,122539585,2,3,480,1.996535458247668,1.4210178527259196,1.7087766554867938,5,5
NLA12_OR-105,1,2.9,3.744,288,48,23.475,-118.04742,44.68011,12.8,112958131,2,5,259,0.12683579522573826,-0.961378055121621,-0.41727112994794135,2,2
NLA12_MN-121,1,0.75,18.5,1453,54,25.05,-95.092222,45.310726,9.5,120018774,3,4,329,0.21686938985827767,0.8024722302487016,0.5096708100534897,4,4
NLA12_DE-101,1,0.375,92.8,1296,129,29.28,-75.68706,39.42477,1.7,26094586,5,1,1748,0.8825323770917172,0.6778496167397517,0.7801909969157345,4,4
NLA12_SD-137,1,2.2,0.576,1888,475,22.65,-99.65488,43.27904,2.2,148213485,2,1,1351,1.8789322915673303,1.0878920750219414,1.4834121832946359,5,5
NLA12_TX-104,1,0.565,11.632,896,111,29.7,-97.82236,30.00607,0.8,94512159,5,1,2704,0.7676563520816096,0.2755865564765991,0.5216214542791043,4,4
NLA12_MN-119,1,1.6,38.28,1364,152,25.15,-96.498302,45.363887,4,122548488,3,3,481,1.0079463826773218,0.7335837172363617,0.8707650499568418,5,5
NLA12_OK-132,1,1.59,3.76,870,5,29.862,-97.773089,34.729514,2.6,134130151,5,2,849,-1.6020605677182693,0.2434933494538722,-0.6792836091321985,2,2
NLA12_OR-154,1,3.45,2.392,578,288,22.375,-117.69376,44.36245,8.4,144343646,2,4,1131,1.4964604175874718,-0.20216982187144636,0.6471452978580128,4,4
NLA12_MN-103,1,2,13.984,688,36,24,-93.95959,46.43682,2,59747489,3,1,2147,-0.09306897246708498,-0.012300604318453413,-0.052684788392769195,3,3
NLA12_IN-144,1,1.55,7.4,836,31,27.586666666666662,-85.5409,41.26957,28,155351405,4,5,1601,-0.20737133737062385,0.20004668026404465,-0.003662328553289601,3,3
NLA12_IN-110,1,2.05,6.186666667,630,21,27.375,-85.76771,41.33376,36,155351279,4,5,1597,-0.5050790058720438,-0.10828314653775038,-0.3066810762048971,2,2
NLA12_IN-105,1,0.95,15.2,890,40,27.55,-86.47303,41.41588,7.9,123166364,4,4,524,-0.01253117766371294,0.2682638686965628,0.12786634551642495,3,3
NLA12_ID-101,2,3,11.44,311,63,22.755,-116.4576,44.96196,4,38103670,2,3,1837,0.33470248647150413,-0.8776417733506772,-0.2714696434395865,3,3
NLA12_OK-292,1,0.185,91.1,2850,209,29.5375,-97.854328,34.643358,1.5,134133060,5,1,850,1.2513730695254286,1.536695757304261,1.3940344134148448,5,5
NLA12_MN-106,1,2.9,2.92,633,48,24.875,-95.40661,45.915128,17.5,58125473,3,5,2117,0.12683579522573826,-0.10310567394451522,0.011865060640611519,3,3
NLA12_MN-115,1,4.3,3.464,544,56,25.075,-95.83781,46.419670000000004,10.6,120018605,3,4,325,0.2446688918389651,-0.2682419255348815,-0.011786516847958214,3,3
NLA12_AL-113,1,1.45,1.27,248,27,27.066666666666663,-88.05455,30.97354,2.5,130859360,4,2,751,-0.3129737401599079,-1.1243461022925854,-0.7186599212262467,2,2
NLA12_NC-104,1,0.35,7.52,650,36,29.32,-77.10308,34.93309,1.7,139012388,5,1,982,-0.09306897246708498,-0.07422237663469776,-0.08364567455089136,3,3
NLA12_IN-164,1,3.35,2.309,650,18,27.55,-86.26611,41.13129,8.4,155352302,4,4,1608,-0.6229121024852705,-0.07422237663469776,-0.34856723955998414,2,2
NLA12_ME-101,1,3.28,1.909,200,4,25.525,-68.22761,44.88005,3.3,151716266,3,2,1480,-1.7726319571541809,-1.3587865152368568,-1.5657092361955187,1,1
NLA12_NE-107,1,0.45,28,4450,277,24.15,-102.52301,41.78703,1.1,148189171,3,1,1344,1.4666923282294824,2.0223193234619714,1.7445058258457269,5,5
NLA12_OR-112,1,1.6,8.114285714,348,125,24.075,-118.15546,43.92646,8.6,145652951,3,4,1233,0.8584547312262959,-0.75513153938331,0.05166159592149294,3,3
NLA12_VA-123,1,0.265,111.6,2005,112,27.65,-76.15064,36.91923,1.4,137440695,4,1,961,0.77451202185715,1.1534207451507061,0.963966383503928,5,5
NLA12_MI-150,1,1.575,7.428571429,720,23,23.25,-87.44798,46.39925,1.9,152512328,2,1,1527,-0.43553999156211853,0.03724683371556113,-0.1991465789232787,3,3
NLA12_GA-111,1,1.03,32.52,626,46,29.5625,-83.171,32.18106,3.4,47017088,5,2,1961,0.09430313845606707,-0.11522492753015637,-0.01046089453704465,3,3
NLA12_IN-102,1,2.75,4.272,578,37,27.9,-85.79297,41.28154,11.6,155351486,4,5,1603,-0.07212514026193828,-0.20216982187144636,-0.13714748106669233,3,3
NLA12_IN-106,1,1.4,8.48,614,29,27.975,-85.65148,41.22375,14.6,155351599,4,5,1604,-0.2583503611632994,-0.13631957183345034,-0.19733496649837487,3,3
